departamento,ano,semana,casos_dengue
SAN MARTIN,2021,7,110
SAN MARTIN,2021,8,116
SAN MARTIN,2021,9,106
SAN MARTIN,2021,10,108
SAN MARTIN,2021,11,64
SAN MARTIN,2021,12,57
SAN MARTIN,2021,13,55
SAN MARTIN,2021,14,54
SAN MARTIN,2021,15,43
SAN MARTIN,2021,16,42
SAN MARTIN,2021,17,44
SAN MARTIN,2021,18,45
SAN MARTIN,2021,19,37
SAN MARTIN,2021,20,47
SAN MARTIN,2021,21,42
SAN MARTIN,2021,22,51
SAN MARTIN,2021,23,60
SAN MARTIN,2021,24,65
SAN MARTIN,2021,25,31
SAN MARTIN,2021,26,48
SAN MARTIN,2021,27,47
SAN MARTIN,2021,28,49
SAN MARTIN,2021,29,39
SAN MARTIN,2021,30,42
SAN MARTIN,2021,31,44
SAN MARTIN,2021,32,34
SAN MARTIN,2021,33,37
SAN MARTIN,2021,34,33
SAN MARTIN,2021,35,57
SAN MARTIN,2021,36,38
SAN MARTIN,2021,37,45
SAN MARTIN,2021,38,48
SAN MARTIN,2021,39,58
SAN MARTIN,2021,40,45
SAN MARTIN,2021,41,77
SAN MARTIN,2021,42,112
SAN MARTIN,2021,43,150
SAN MARTIN,2021,44,163
SAN MARTIN,2021,45,175
SAN MARTIN,2021,46,185
SAN MARTIN,2021,47,163
SAN MARTIN,2021,48,176
SAN MARTIN,2021,49,153
SAN MARTIN,2021,50,161
SAN MARTIN,2021,51,103
SAN MARTIN,2021,52,65
SAN MARTIN,2022,1,71
SAN MARTIN,2022,2,81
SAN MARTIN,2022,3,75
SAN MARTIN,2022,4,72
SAN MARTIN,2022,5,104
SAN MARTIN,2022,6,112
SAN MARTIN,2022,7,113
SAN MARTIN,2022,8,124
SAN MARTIN,2022,9,105
SAN MARTIN,2022,10,125
SAN MARTIN,2022,11,100
SAN MARTIN,2022,12,108
SAN MARTIN,2022,13,112
SAN MARTIN,2022,14,133
SAN MARTIN,2022,15,101
SAN MARTIN,2022,16,113
SAN MARTIN,2022,17,112
SAN MARTIN,2022,18,122
SAN MARTIN,2022,19,115
SAN MARTIN,2022,20,117
SAN MARTIN,2022,21,67
SAN MARTIN,2022,22,82
SAN MARTIN,2022,23,80
SAN MARTIN,2022,24,75
SAN MARTIN,2022,25,65
SAN MARTIN,2022,26,77
SAN MARTIN,2022,27,76
SAN MARTIN,2022,28,70
SAN MARTIN,2022,29,66
SAN MARTIN,2022,30,37
SAN MARTIN,2022,31,42
SAN MARTIN,2022,32,57
SAN MARTIN,2022,33,68
SAN MARTIN,2022,34,47
SAN MARTIN,2022,35,48
SAN MARTIN,2022,36,54
SAN MARTIN,2022,37,46
SAN MARTIN,2022,38,56
SAN MARTIN,2022,39,60
SAN MARTIN,2022,40,61
SAN MARTIN,2022,41,46
SAN MARTIN,2022,42,68
SAN MARTIN,2022,43,77
SAN MARTIN,2022,44,67
SAN MARTIN,2022,45,97
SAN MARTIN,2022,46,107
SAN MARTIN,2022,47,106
SAN MARTIN,2022,48,75
SAN MARTIN,2022,49,62
SAN MARTIN,2022,50,79
SAN MARTIN,2022,51,69
SAN MARTIN,2022,52,68
SAN MARTIN,2023,1,154
SAN MARTIN,2023,2,143
SAN MARTIN,2023,3,159
SAN MARTIN,2023,4,124
SAN MARTIN,2023,5,147
SAN MARTIN,2023,6,136
SAN MARTIN,2023,7,147
SAN MARTIN,2023,8,173
SAN MARTIN,2023,9,176
SAN MARTIN,2023,10,199
SAN MARTIN,2023,11,174
SAN MARTIN,2023,12,190
SAN MARTIN,2023,13,149
SAN MARTIN,2023,14,135
SAN MARTIN,2023,15,148
SAN MARTIN,2023,16,202
SAN MARTIN,2023,17,153
SAN MARTIN,2023,18,137
SAN MARTIN,2023,19,124
SAN MARTIN,2023,20,156
SAN MARTIN,2023,21,145
SAN MARTIN,2023,22,144
SAN MARTIN,2023,23,147
SAN MARTIN,2023,24,90
SAN MARTIN,2023,25,91
SAN MARTIN,2023,26,64
SAN MARTIN,2023,27,87
SAN MARTIN,2023,28,73
SAN MARTIN,2023,29,68
SAN MARTIN,2023,30,48
SAN MARTIN,2023,31,72
SAN MARTIN,2023,32,57
SAN MARTIN,2023,33,42
SAN MARTIN,2023,34,55
SAN MARTIN,2023,35,49
SAN MARTIN,2023,36,66
SAN MARTIN,2023,37,60
SAN MARTIN,2023,38,76
SAN MARTIN,2023,39,57
SAN MARTIN,2023,40,74
SAN MARTIN,2023,41,121
SAN MARTIN,2023,42,107
SAN MARTIN,2023,43,137
SAN MARTIN,2023,44,183
SAN MARTIN,2023,45,181
SAN MARTIN,2023,46,242
SAN MARTIN,2023,47,229
SAN MARTIN,2023,48,250
SAN MARTIN,2023,49,227
SAN MARTIN,2023,50,186
SAN MARTIN,2023,51,175
SAN MARTIN,2023,52,161
